customer_id,gender,age,city,education,marital_status,annual_income,credit_score,loan_amount,employment_years,debt_ratio,num_existing_loans,missed_payments,aadhar_number,pan_number,contact_number,loan_approved
CUST1554,Female,41,Mumbai,Undergraduate,Married,234264,518,1652702,1,0.57,5,1,,,,0
CUST1555,Female,65,Delhi,Graduate,Divorced,111974,866,396042,14,0.29,9,0,,,,1
CUST1556,Female,22,Chennai,Undergraduate,Single,245588,798,219287,0,0.11,1,11,,,,1
CUST1557,Male,65,Delhi,Post-Graduate,Divorced,48264,511,350076,20,0.32,7,6,,,,1
CUST1558,Female,52,Mumbai,Post-Graduate,Married,175445,390,1365316,26,0.73,5,6,,,,0
CUST1559,Male,60,Delhi,Undergraduate,Married,109870,852,1114390,7,0.47,10,10,,,,1
CUST1560,Female,64,Pune,Undergraduate,Married,236192,785,1093364,5,0.23,0,0,,,9458946122,1
CUST1561,Male,23,Chennai,Graduate,Married,42373,353,1989574,17,0.24,0,7,,,,0
CUST1562,Male,58,Mumbai,Undergraduate,Married,166981,633,928845,6,0.7,5,3,,,,0
CUST1563,Male,33,Delhi,Post-Graduate,Divorced,113443,525,204202,15,0.57,0,6,,,,0
CUST1564,Male,44,Pune,Post-Graduate,Married,50757,768,1559574,6,0.61,4,3,,,,1
CUST1565,Male,38,Pune,Post-Graduate,Single,50783,413,1836042,14,0.47,2,12,,,,0
CUST1566,Female,57,Chennai,Diploma,Single,159901,535,231349,13,0.79,7,3,,,,0
CUST1567,Male,36,Chennai,Graduate,Single,79967,635,960685,18,0.28,9,2,,,,1
CUST1568,Male,51,Mumbai,Diploma,Single,207276,816,120507,13,0.52,7,12,,,,1
CUST1569,Male,65,Mumbai,Graduate,Single,206833,716,507192,4,0.39,3,10,,,,1
CUST1570,Female,50,Delhi,Diploma,Married,239899,884,1617173,18,0.12,7,7,,,,1
CUST1571,Male,61,Mumbai,Undergraduate,Single,136712,301,1854353,20,0.16,5,8,,,,1
CUST1572,Female,64,Mumbai,Graduate,Single,36222,643,1593002,29,0.14,10,5,,,,1
CUST1573,Male,44,Delhi,Post-Graduate,Single,111058,479,1409316,17,0.66,8,11,,,,0
CUST1574,Male,62,Pune,Undergraduate,Divorced,140434,894,1876894,30,0.66,3,5,,,,1
CUST1575,Male,24,Bangalore,Undergraduate,Single,31611,681,773992,14,0.49,8,1,,,,1
CUST1576,Male,33,Mumbai,Graduate,Married,248807,768,233099,2,0.41,2,4,,,,1
CUST1577,Female,52,Chennai,Post-Graduate,Single,54452,509,1141961,30,0.6,4,6,,,,0
CUST1578,Male,62,Pune,Diploma,Divorced,20631,598,446488,2,0.12,3,8,,,,0
CUST1579,Male,52,Delhi,Undergraduate,Married,170545,842,1815608,17,0.46,4,9,,,,1
CUST1580,Female,51,Bangalore,Post-Graduate,Divorced,112491,595,1664282,27,0.14,5,4,,,,1
CUST1581,Male,32,Delhi,Diploma,Single,60969,457,388175,7,0.19,5,9,,,,0
CUST1582,Female,56,Bangalore,Post-Graduate,Divorced,200371,335,1445766,10,0.88,2,5,,,,0
CUST1583,Male,46,Chennai,Undergraduate,Divorced,145919,448,1010581,29,0.36,0,11,,,,1
CUST1584,Male,39,Mumbai,Diploma,Married,212698,887,1448564,4,0.74,7,5,,,,1
CUST1585,Male,40,Pune,Graduate,Divorced,21500,711,1345037,26,0.28,5,1,,,,1
CUST1586,Female,38,Mumbai,Diploma,Married,66305,323,225299,17,0.78,10,10,,,,0
CUST1587,Male,63,Pune,Graduate,Single,109650,707,360265,22,0.78,5,6,,,,1
CUST1588,Male,49,Bangalore,Diploma,Single,244192,874,233707,6,0.68,7,11,,,,1
CUST1589,Male,47,Mumbai,Diploma,Married,51586,388,351233,6,0.34,8,5,,,,0
CUST1590,Male,47,Delhi,Diploma,Single,60847,869,1019135,22,0.55,2,3,,,,1
CUST1591,Male,40,Mumbai,Graduate,Married,233781,899,687354,15,0.55,7,3,,,,1
CUST1592,Male,28,Mumbai,Graduate,Single,186393,594,924841,5,0.49,10,3,,,,1
CUST1593,Male,59,Bangalore,Graduate,Single,210445,670,1268583,15,0.55,4,10,,,,1
CUST1594,Male,37,Delhi,Graduate,Single,57689,895,172705,4,0.36,2,5,,,,1
CUST1595,Male,24,Delhi,Graduate,Divorced,90984,598,1160677,20,0.85,8,3,,,,1
CUST1596,Male,41,Chennai,Undergraduate,Married,231746,608,619290,21,0.66,5,1,,,,1
CUST1597,Male,44,Delhi,Post-Graduate,Divorced,219159,796,914015,10,0.84,2,1,,,,1
CUST1598,Female,56,Bangalore,Graduate,Married,175806,838,1824336,17,0.67,1,6,,,,1
CUST1599,Male,51,Chennai,Undergraduate,Married,106281,619,1499238,11,0.21,7,9,,,,1
CUST1600,Male,28,Delhi,Post-Graduate,Married,73289,431,1846871,22,0.21,3,4,5480 2830 2273,ABCDE1308F,,1
CUST1601,Male,48,Mumbai,Diploma,Married,26145,501,276109,1,0.73,8,9,,,,0
CUST1602,Male,25,Chennai,Post-Graduate,Married,94074,310,1632406,3,0.73,9,3,,,,0
CUST1603,Male,26,Chennai,Post-Graduate,Divorced,53156,584,1265826,11,0.38,8,12,,,,0
CUST1604,Male,58,Chennai,Graduate,Divorced,215079,314,1159055,6,0.67,4,2,,,,0
CUST1605,Female,53,Mumbai,Post-Graduate,Single,238162,786,818528,22,0.57,7,10,,,,1
CUST1606,Male,34,Bangalore,Graduate,Divorced,149807,533,904752,3,0.71,5,1,,,,0
CUST1607,Male,39,Bangalore,Undergraduate,Divorced,161048,341,222486,10,0.49,6,4,,,,0
CUST1608,Male,35,Bangalore,Undergraduate,Married,160205,717,659409,27,0.44,1,12,,,,1
CUST1609,Male,64,Delhi,Diploma,Single,42570,705,968674,16,0.63,1,1,,,,1
CUST1610,Male,31,Delhi,Diploma,Divorced,31963,672,467514,10,0.26,6,1,,,,1
CUST1611,Male,62,Chennai,Undergraduate,Married,119919,664,1047880,21,0.58,6,7,,,,1
CUST1612,Male,28,Mumbai,Graduate,Married,80716,801,1092858,7,0.6,2,0,,,,1
CUST1613,Male,32,Mumbai,Diploma,Single,115304,634,370311,9,0.6,1,12,,,,0
CUST1614,Male,52,Mumbai,Graduate,Single,147328,567,1187575,10,0.75,8,8,,,,1
CUST1615,Male,45,Delhi,Undergraduate,Divorced,132995,622,1838607,12,0.45,0,0,,,,1
CUST1616,Male,29,Chennai,Diploma,Single,96909,698,1072267,24,0.19,10,7,,,,1
CUST1617,Female,53,Pune,Undergraduate,Single,29611,700,602370,15,0.57,6,9,,,,0
CUST1618,Male,29,Pune,Diploma,Married,234397,675,781647,25,0.69,0,12,,,,1
CUST1619,Male,47,Chennai,Graduate,Divorced,107083,357,1436720,7,0.3,10,4,,,,0
CUST1620,Male,28,Bangalore,Diploma,Single,103498,473,91339,17,0.36,7,10,,,,0
CUST1621,Male,58,Bangalore,Graduate,Divorced,20829,624,842173,18,0.41,9,1,,,,1
CUST1622,Male,52,Bangalore,Graduate,Divorced,146797,647,399442,19,0.34,6,3,,,,1
CUST1623,Male,24,Chennai,Graduate,Divorced,92940,887,893112,25,0.28,1,11,,,,1
CUST1624,Male,57,Pune,Undergraduate,Single,225026,843,1046710,13,0.27,1,10,,,,1
CUST1625,Male,33,Chennai,Post-Graduate,Married,123609,711,576940,19,0.51,10,12,,,,1
CUST1626,Female,57,Chennai,Diploma,Divorced,145863,518,1435811,30,0.76,7,4,,,,1
CUST1627,Male,54,Pune,Diploma,Single,67598,673,1019904,4,0.29,10,12,,,,0
CUST1628,Male,61,Chennai,Post-Graduate,Single,68361,722,609802,26,0.33,2,4,,,,1
CUST1629,Female,33,Bangalore,Diploma,Divorced,22262,551,1721524,26,0.35,7,8,,,,1
CUST1630,Female,31,Chennai,Post-Graduate,Divorced,86489,439,111114,8,0.73,4,10,,,,0
CUST1631,Male,22,Pune,Graduate,Single,29503,385,708306,19,0.34,1,6,,,,0
CUST1632,Female,36,Chennai,Undergraduate,Single,44342,884,1590317,16,0.85,8,10,,,,1
CUST1633,Female,59,Delhi,Diploma,Married,47054,620,740562,26,0.57,6,12,,,,0
CUST1634,Female,34,Chennai,Undergraduate,Divorced,86970,750,906425,8,0.79,0,7,,,,1
CUST1635,Male,55,Bangalore,Undergraduate,Single,126091,786,1481806,7,0.87,2,5,,,,0
CUST1636,Male,63,Chennai,Diploma,Single,224437,355,1498466,29,0.73,3,4,,,,1
CUST1637,Male,64,Bangalore,Undergraduate,Single,46995,847,1868132,7,0.79,6,0,,,,0
CUST1638,Female,40,Mumbai,Undergraduate,Married,70151,464,1970762,14,0.61,10,6,,,,0
CUST1639,Male,51,Delhi,Undergraduate,Divorced,208184,722,1993005,26,0.37,6,1,,,,1
CUST1640,Male,59,Mumbai,Post-Graduate,Divorced,206163,860,1597248,10,0.46,0,12,,,9788374606,1
CUST1641,Female,21,Delhi,Post-Graduate,Divorced,120031,504,1367632,9,0.35,1,1,,,,0
CUST1642,Female,59,Delhi,Undergraduate,Married,194766,720,1712291,30,0.36,7,11,,,,1
CUST1643,Male,39,Delhi,Graduate,Married,67078,386,919262,11,0.25,6,9,,,,0
CUST1644,Female,26,Chennai,Diploma,Divorced,136221,503,598999,22,0.78,0,6,,,,0
CUST1645,Male,44,Bangalore,Diploma,Married,59596,880,296101,0,0.67,6,12,,,,1
CUST1646,Female,33,Delhi,Post-Graduate,Single,240951,572,653900,23,0.5,2,6,,,,1
CUST1647,Female,47,Chennai,Diploma,Married,62282,718,1711916,4,0.12,4,3,,,,0
CUST1648,Male,26,Delhi,Diploma,Divorced,17705,780,329350,27,0.36,6,10,,,,1
CUST1649,Male,25,Pune,Graduate,Married,39976,870,173212,1,0.37,3,7,,,,1
CUST1650,Male,40,Delhi,Undergraduate,Married,118467,679,327323,30,0.81,0,9,9621 6557 8669,,,1
CUST1651,Female,26,Delhi,Diploma,Single,98182,843,957919,4,0.31,5,0,,,,1
CUST1652,Male,39,Pune,Diploma,Married,244883,569,1335410,26,0.71,4,8,,,,1
CUST1653,Male,30,Mumbai,Diploma,Single,160666,750,161615,6,0.22,3,2,,,,1
CUST1654,Male,48,Bangalore,Diploma,Married,45415,806,135546,14,0.39,8,7,,,,1
CUST1655,Female,28,Chennai,Undergraduate,Divorced,106646,395,477260,27,0.33,2,11,,,,0
CUST1656,Female,58,Bangalore,Graduate,Single,16081,838,1658196,18,0.24,1,3,,,,0
CUST1657,Male,46,Bangalore,Diploma,Divorced,112926,408,1805268,10,0.22,1,7,,,,1
CUST1658,Male,42,Delhi,Graduate,Divorced,26494,763,731397,30,0.69,9,2,,,,1
CUST1659,Male,25,Bangalore,Graduate,Married,158433,690,244093,12,0.3,3,12,,,,1
CUST1660,Female,45,Mumbai,Undergraduate,Single,219339,712,647553,20,0.7,10,2,,,,1
CUST1661,Male,64,Delhi,Diploma,Single,173207,434,802970,21,0.18,5,8,,,,1
CUST1662,Male,38,Delhi,Diploma,Divorced,162602,733,239209,24,0.44,5,9,,,,1
CUST1663,Male,53,Chennai,Graduate,Single,104586,774,1468597,7,0.62,2,7,,,,1
CUST1664,Male,51,Bangalore,Undergraduate,Divorced,93746,452,317994,21,0.82,3,8,,,,0
CUST1665,Male,23,Chennai,Undergraduate,Single,149588,410,1120913,13,0.43,7,10,,,,0
CUST1666,Male,53,Mumbai,Graduate,Single,19264,416,1602974,21,0.47,2,6,,,,0
CUST1667,Male,41,Delhi,Post-Graduate,Married,168933,765,1638287,21,0.46,4,5,,,,1
CUST1668,Male,64,Delhi,Diploma,Single,42873,744,1170667,0,0.1,1,0,,,,1
CUST1669,Male,40,Pune,Graduate,Married,177135,669,1498423,21,0.87,10,6,,,,1
CUST1670,Female,28,Delhi,Post-Graduate,Single,228901,316,1509685,6,0.79,3,7,,,,0
CUST1671,Female,26,Delhi,Diploma,Single,93883,774,360725,15,0.44,1,2,,,,1
CUST1672,Male,58,Pune,Graduate,Married,78603,506,668306,18,0.76,6,0,,,,0
CUST1673,Male,47,Mumbai,Diploma,Single,237459,807,1595765,18,0.58,8,4,,,,1
CUST1674,Male,35,Mumbai,Undergraduate,Divorced,202246,362,1157943,0,0.44,5,8,,,,0
CUST1675,Male,28,Delhi,Diploma,Single,144705,655,990206,22,0.45,2,4,,ABCDE9317F,,1
CUST1676,Female,58,Delhi,Undergraduate,Divorced,194561,647,1983019,19,0.78,10,7,,,,1
CUST1677,Male,64,Delhi,Undergraduate,Divorced,186049,668,1719275,15,0.74,2,9,,,,1
CUST1678,Male,29,Pune,Post-Graduate,Married,60427,504,377814,19,0.49,6,7,,,,0
CUST1679,Male,43,Mumbai,Undergraduate,Single,245924,567,798775,21,0.23,8,0,,,,1
CUST1680,Female,28,Mumbai,Undergraduate,Married,162320,529,1069981,8,0.89,5,12,,,,0
CUST1681,Male,24,Chennai,Graduate,Divorced,129773,768,1814956,24,0.19,1,12,,,,1
CUST1682,Male,31,Pune,Diploma,Divorced,180131,420,1876345,6,0.83,2,11,,,,0
CUST1683,Male,30,Bangalore,Graduate,Married,184631,672,751722,26,0.21,3,7,,,,1
CUST1684,Male,42,Delhi,Post-Graduate,Divorced,90171,817,409162,2,0.31,6,5,,,,1
CUST1685,Female,29,Pune,Graduate,Single,225178,739,916982,29,0.43,7,8,,,,1
CUST1686,Male,54,Mumbai,Diploma,Married,33240,386,759474,10,0.42,2,6,,,,0
CUST1687,Female,57,Chennai,Undergraduate,Divorced,30154,832,670179,13,0.42,10,11,,,,1
CUST1688,Male,21,Bangalore,Diploma,Divorced,231794,586,1937874,16,0.59,2,11,,,,1
CUST1689,Male,65,Chennai,Undergraduate,Single,105505,714,1676132,6,0.8,1,0,,,,1
CUST1690,Female,54,Pune,Post-Graduate,Married,156764,590,498233,2,0.51,4,8,,,,0
CUST1691,Male,36,Mumbai,Undergraduate,Single,233163,611,1573600,13,0.89,1,11,,,,1
CUST1692,Male,28,Pune,Post-Graduate,Divorced,27512,427,991069,9,0.56,0,7,,,,0
CUST1693,Female,43,Delhi,Diploma,Divorced,93433,591,1448637,25,0.75,9,10,,,,0
CUST1694,Male,41,Delhi,Diploma,Single,150384,896,453817,26,0.72,7,1,,,,1
CUST1695,Male,48,Chennai,Diploma,Divorced,247917,433,1048775,6,0.46,5,10,,,,1
CUST1696,Male,37,Bangalore,Post-Graduate,Married,168171,810,1384755,13,0.9,7,11,,,,1
CUST1697,Male,50,Bangalore,Graduate,Divorced,48917,825,1860411,16,0.19,3,7,,,,1
CUST1698,Male,28,Chennai,Post-Graduate,Married,172705,718,281391,3,0.4,4,0,,,,1
CUST1699,Male,40,Mumbai,Undergraduate,Single,92065,797,108673,25,0.21,9,6,,,,1
CUST1700,Male,21,Chennai,Undergraduate,Divorced,47067,860,781169,2,0.8,6,7,4767 7181 8786,,,1
CUST1701,Female,29,Pune,Graduate,Divorced,147320,771,1647356,14,0.63,2,11,,,,1
CUST1702,Male,45,Pune,Graduate,Married,76032,704,760930,17,0.14,10,7,,,,1
CUST1703,Male,56,Chennai,Graduate,Divorced,184124,426,1400385,17,0.17,9,8,,,,1
CUST1704,Male,53,Delhi,Post-Graduate,Divorced,19892,423,1430459,29,0.53,0,4,,,,0
CUST1705,Male,26,Mumbai,Undergraduate,Single,226529,846,1322666,10,0.42,0,7,,,,1
CUST1706,Male,54,Delhi,Undergraduate,Married,98199,691,589340,2,0.19,1,8,,,,1
CUST1707,Male,30,Mumbai,Graduate,Single,95424,717,1473145,5,0.15,5,2,,,,1
CUST1708,Male,30,Delhi,Post-Graduate,Divorced,123219,631,590927,12,0.85,1,0,,,,1
CUST1709,Male,53,Bangalore,Diploma,Married,212234,816,857505,30,0.19,0,5,,,,1
CUST1710,Male,61,Delhi,Post-Graduate,Single,76273,319,614468,17,0.87,10,1,,,,0
CUST1711,Male,26,Delhi,Post-Graduate,Divorced,236846,812,476680,25,0.87,5,8,,,,1
CUST1712,Male,23,Mumbai,Diploma,Single,15262,775,1789318,19,0.33,2,0,,,,1
CUST1713,Male,43,Chennai,Graduate,Single,235840,517,1277167,26,0.51,0,2,,,,1
CUST1714,Male,29,Pune,Undergraduate,Divorced,205073,869,636066,28,0.45,9,8,,,,1
CUST1715,Male,38,Mumbai,Post-Graduate,Divorced,79468,629,766449,6,0.47,9,5,,,,1
CUST1716,Male,21,Bangalore,Graduate,Divorced,17510,477,916465,17,0.82,7,12,,,,0
CUST1717,Male,63,Bangalore,Post-Graduate,Divorced,131700,426,790283,26,0.4,9,5,,,,1
CUST1718,Male,50,Pune,Undergraduate,Married,112119,497,982346,0,0.28,0,12,,,,0
CUST1719,Male,35,Mumbai,Post-Graduate,Divorced,76409,805,811264,1,0.32,9,3,,,,1
CUST1720,Male,57,Chennai,Post-Graduate,Married,146157,805,407516,17,0.26,9,10,,,9900982881,1
CUST1721,Male,29,Mumbai,Undergraduate,Divorced,83058,883,1844069,7,0.8,4,3,,,,1
CUST1722,Male,21,Mumbai,Diploma,Single,126965,353,1840673,30,0.36,6,4,,,,0
CUST1723,Male,35,Bangalore,Post-Graduate,Single,27311,584,1976006,13,0.53,5,0,,,,0
CUST1724,Male,35,Pune,Graduate,Divorced,195761,733,206112,29,0.3,2,5,,,,1
CUST1725,Male,51,Delhi,Graduate,Single,128232,324,1292627,25,0.6,5,4,,,,0
CUST1726,Male,24,Chennai,Diploma,Married,230386,641,1139837,25,0.29,1,12,,,,1
CUST1727,Male,26,Delhi,Graduate,Single,30908,334,841454,10,0.81,1,12,,,,0
CUST1728,Male,25,Mumbai,Diploma,Married,41693,357,1222849,1,0.34,6,6,,,,0
CUST1729,Male,50,Pune,Graduate,Single,115642,775,1717581,13,0.8,9,1,,,,1
CUST1730,Female,27,Delhi,Undergraduate,Single,41919,312,1298172,22,0.15,3,9,,,,0
CUST1731,Male,32,Bangalore,Undergraduate,Single,78740,440,1721483,1,0.15,4,9,,,,0
CUST1732,Female,30,Chennai,Post-Graduate,Married,138082,616,1315273,10,0.33,0,8,,,,0
CUST1733,Male,48,Delhi,Diploma,Divorced,105129,500,470210,20,0.83,1,5,,,,0
CUST1734,Male,59,Pune,Diploma,Single,196512,639,1836791,18,0.55,5,9,,,,1
CUST1735,Male,23,Chennai,Post-Graduate,Married,145005,524,1979282,0,0.61,3,7,,,,0
CUST1736,Male,45,Mumbai,Undergraduate,Married,68822,709,436388,26,0.89,5,0,,,,1
CUST1737,Female,39,Mumbai,Post-Graduate,Married,130450,499,1374004,18,0.83,5,0,,,,0
CUST1738,Female,37,Mumbai,Post-Graduate,Single,203438,478,762648,27,0.54,2,3,,,,1
CUST1739,Male,64,Pune,Diploma,Married,50977,688,1423360,25,0.81,5,3,,,,0
CUST1740,Male,63,Delhi,Post-Graduate,Married,59920,839,1725672,19,0.81,1,1,,,,1
CUST1741,Male,65,Chennai,Post-Graduate,Divorced,113108,625,1307345,13,0.88,3,0,,,,0
CUST1742,Female,41,Chennai,Diploma,Married,79794,354,1370071,25,0.32,2,8,,,,0
CUST1743,Male,63,Chennai,Undergraduate,Single,176188,366,401133,16,0.41,10,12,,,,0
CUST1744,Female,41,Pune,Diploma,Divorced,201774,682,1152002,22,0.49,7,7,,,,1
CUST1745,Male,34,Bangalore,Diploma,Divorced,72547,507,998080,27,0.29,3,4,,,,0
CUST1746,Male,37,Pune,Post-Graduate,Divorced,159323,386,331711,24,0.17,7,8,,,,0
CUST1747,Male,48,Pune,Diploma,Married,133266,778,957030,13,0.39,7,5,,,,1
CUST1748,Female,37,Chennai,Graduate,Single,184175,377,803072,28,0.17,8,8,,,,1
CUST1749,Male,28,Pune,Undergraduate,Single,33703,668,130281,17,0.26,3,10,,,,1
CUST1750,Male,33,Mumbai,Undergraduate,Single,199979,441,1843063,24,0.67,8,4,8415 7616 7647,ABCDE1194F,,1
CUST1751,Male,62,Delhi,Diploma,Divorced,149387,452,1865014,12,0.28,3,7,,,,1
CUST1752,Male,26,Bangalore,Diploma,Divorced,97070,492,949244,24,0.85,6,3,,,,0
CUST1753,Female,57,Pune,Undergraduate,Married,244048,431,690830,30,0.69,7,12,,,,0
CUST1754,Male,65,Delhi,Undergraduate,Divorced,155929,606,733838,18,0.12,0,2,,,,1
CUST1755,Male,45,Pune,Diploma,Divorced,68531,700,183607,17,0.41,7,1,,,,1
CUST1756,Male,31,Mumbai,Post-Graduate,Married,42345,866,422529,1,0.76,9,7,,,,0
CUST1757,Male,39,Pune,Graduate,Married,68973,538,660492,21,0.52,7,0,,,,0
CUST1758,Male,46,Delhi,Post-Graduate,Married,56165,413,320821,17,0.43,1,6,,,,0
CUST1759,Male,31,Pune,Post-Graduate,Married,173258,888,700775,18,0.26,10,7,,,,1
CUST1760,Male,25,Bangalore,Diploma,Single,231159,708,1318459,25,0.3,5,9,,,,1
CUST1761,Male,39,Chennai,Post-Graduate,Single,184423,767,777254,22,0.77,4,6,,,,1
CUST1762,Male,50,Delhi,Undergraduate,Divorced,115837,487,1514906,18,0.18,0,3,,,,1
CUST1763,Male,65,Pune,Graduate,Married,205457,522,1955758,15,0.43,8,1,,,,1
CUST1764,Male,47,Mumbai,Diploma,Single,133210,468,580090,6,0.5,7,0,,,,0
CUST1765,Male,33,Bangalore,Diploma,Single,118985,338,72517,8,0.19,2,5,,,,0
CUST1766,Female,49,Chennai,Graduate,Married,51767,782,1770559,8,0.77,2,0,,,,0
CUST1767,Male,31,Delhi,Graduate,Divorced,35338,311,1470575,8,0.22,5,2,,,,0
CUST1768,Male,65,Pune,Diploma,Married,27518,835,1394299,21,0.67,1,6,,,,1
CUST1769,Male,45,Mumbai,Graduate,Single,216094,506,1997877,7,0.4,3,3,,,,0
CUST1770,Male,42,Delhi,Post-Graduate,Married,230096,496,1475978,21,0.15,1,12,,,,1
CUST1771,Male,41,Bangalore,Graduate,Married,99588,875,1364466,6,0.6,8,6,,,,1
CUST1772,Male,41,Bangalore,Post-Graduate,Married,60513,315,893347,20,0.35,6,3,,,,0
CUST1773,Male,62,Chennai,Diploma,Married,178554,677,142146,2,0.81,6,4,,,,1
CUST1774,Female,37,Delhi,Undergraduate,Divorced,39836,632,1373038,22,0.41,2,5,,,,0
CUST1775,Male,22,Chennai,Graduate,Married,174523,899,991435,12,0.51,3,8,,,,1
CUST1776,Male,40,Pune,Diploma,Single,76969,738,1638059,7,0.6,0,2,,,,0
CUST1777,Male,34,Pune,Post-Graduate,Single,183306,338,549256,29,0.68,7,11,,,,0
CUST1778,Male,54,Pune,Undergraduate,Married,222560,724,1409051,26,0.33,0,3,,,,1
CUST1779,Male,63,Bangalore,Graduate,Married,80100,527,1325200,27,0.41,5,2,,,,1
CUST1780,Male,33,Delhi,Post-Graduate,Divorced,28659,444,478280,4,0.17,9,8,,,,0
CUST1781,Male,40,Pune,Diploma,Divorced,58033,502,563644,13,0.24,3,4,,,,0
CUST1782,Male,26,Chennai,Diploma,Married,109262,707,842130,5,0.48,6,8,,,,1
CUST1783,Male,22,Chennai,Post-Graduate,Divorced,214735,690,946317,27,0.17,4,9,,,,1
CUST1784,Male,45,Mumbai,Undergraduate,Married,136543,613,1001274,9,0.4,9,7,,,,1
CUST1785,Female,30,Bangalore,Diploma,Single,64709,304,76915,27,0.5,5,7,,,,0
CUST1786,Male,45,Bangalore,Post-Graduate,Married,143332,615,1394376,18,0.16,0,1,,,,1
CUST1787,Male,43,Bangalore,Diploma,Divorced,148590,800,1381649,22,0.39,0,10,,,,1
CUST1788,Male,23,Delhi,Undergraduate,Divorced,228156,670,1373203,22,0.64,10,10,,,,1
CUST1789,Female,37,Mumbai,Diploma,Single,79858,892,1439582,26,0.23,1,12,,,,1
CUST1790,Male,54,Chennai,Diploma,Divorced,64498,733,397757,26,0.44,4,8,,,,1
CUST1791,Male,26,Delhi,Diploma,Divorced,43645,886,1678839,25,0.38,2,4,,,,1
CUST1792,Female,52,Pune,Diploma,Married,15413,399,196468,24,0.66,8,6,,,,0
CUST1793,Female,29,Delhi,Post-Graduate,Married,66909,798,431648,16,0.86,7,9,,,,0
CUST1794,Female,33,Delhi,Graduate,Single,82987,718,974278,20,0.83,1,10,,,,0
CUST1795,Male,38,Mumbai,Graduate,Married,31846,650,112215,18,0.29,7,10,,,,1
CUST1796,Male,63,Chennai,Undergraduate,Single,167684,342,253092,6,0.52,0,6,,,,0
CUST1797,Male,59,Pune,Diploma,Single,127578,644,827592,21,0.81,5,3,,,,1
CUST1798,Male,42,Delhi,Graduate,Divorced,226358,402,56469,14,0.8,6,11,,,,0
CUST1799,Male,65,Chennai,Diploma,Divorced,211985,554,822653,14,0.59,10,7,,,,1
CUST1800,Male,22,Bangalore,Post-Graduate,Divorced,181140,668,1881724,1,0.88,5,10,8055 2333 6707,,9559471600,1
CUST1801,Male,63,Delhi,Graduate,Married,239683,402,1589892,12,0.34,3,11,,,,1
CUST1802,Male,40,Bangalore,Post-Graduate,Married,233196,861,1884558,14,0.23,7,1,,,,1
CUST1803,Male,27,Pune,Post-Graduate,Divorced,129004,329,386037,29,0.84,6,12,,,,0
CUST1804,Male,63,Pune,Post-Graduate,Divorced,47269,439,1985118,17,0.61,7,1,,,,0
CUST1805,Male,62,Chennai,Diploma,Married,104974,686,1958758,22,0.69,6,10,,,,1
CUST1806,Male,39,Mumbai,Undergraduate,Married,37984,414,236938,10,0.69,3,11,,,,0
CUST1807,Male,57,Bangalore,Undergraduate,Single,208178,301,701792,1,0.57,3,6,,,,0
CUST1808,Female,54,Delhi,Undergraduate,Married,188996,527,273526,12,0.11,7,5,,,,1
CUST1809,Male,30,Pune,Undergraduate,Divorced,172670,590,355913,23,0.63,0,9,,,,1
CUST1810,Male,38,Bangalore,Graduate,Single,237211,887,1053031,20,0.76,7,4,,,,1
CUST1811,Female,35,Bangalore,Undergraduate,Divorced,198607,353,1986002,27,0.72,7,11,,,,0
CUST1812,Female,22,Bangalore,Diploma,Married,158639,701,757600,13,0.64,5,12,,,,1
CUST1813,Male,39,Pune,Graduate,Divorced,197550,499,1520331,27,0.54,1,2,,,,1
CUST1814,Female,57,Delhi,Post-Graduate,Divorced,51060,752,1509524,15,0.33,2,3,,,,1
CUST1815,Male,57,Mumbai,Graduate,Single,41725,451,839694,30,0.89,10,2,,,,0
CUST1816,Female,24,Bangalore,Post-Graduate,Married,45761,827,1413353,10,0.57,2,10,,,,0
CUST1817,Male,52,Mumbai,Diploma,Divorced,94348,476,1419014,23,0.4,10,10,,,,0
CUST1818,Male,44,Chennai,Post-Graduate,Married,18041,422,294585,2,0.2,10,10,,,,0
CUST1819,Male,38,Bangalore,Undergraduate,Divorced,196856,396,1715859,18,0.24,7,10,,,,0
CUST1820,Male,25,Chennai,Diploma,Married,202110,850,437742,12,0.75,0,6,,,,1
CUST1821,Male,34,Chennai,Diploma,Single,187643,420,428880,27,0.58,2,0,,,,0
CUST1822,Female,57,Mumbai,Undergraduate,Single,69061,465,234173,17,0.31,0,1,,,,0
CUST1823,Female,48,Pune,Diploma,Married,187532,300,570800,9,0.14,8,12,,,,0
CUST1824,Male,54,Delhi,Graduate,Married,107305,851,1120785,6,0.65,10,0,,,,1
CUST1825,Female,29,Chennai,Diploma,Married,172848,865,503068,18,0.39,2,11,,ABCDE5270F,,1
CUST1826,Male,62,Delhi,Post-Graduate,Married,57813,709,1006443,2,0.86,10,6,,,,0
CUST1827,Male,61,Chennai,Post-Graduate,Single,197662,497,1548299,11,0.55,10,8,,,,1
CUST1828,Male,48,Mumbai,Diploma,Married,114337,326,1315856,7,0.16,1,8,,,,0
CUST1829,Male,44,Mumbai,Diploma,Married,102429,579,356875,27,0.74,4,0,,,,1
CUST1830,Male,28,Chennai,Undergraduate,Divorced,61066,839,1577413,28,0.35,7,1,,,,1
CUST1831,Male,56,Pune,Diploma,Single,86055,401,1930244,1,0.24,6,2,,,,0
CUST1832,Male,21,Chennai,Undergraduate,Married,195003,825,1545736,4,0.63,2,6,,,,1
